5633.707882803297,5907.167994872707
5682.690840442456,5907.16790497966
5731.673798080102,5907.167635299822
5780.656755715479,5907.167185833591
5780.657047165536,5935.595099813838
5731.673992379887,5935.595549298424
5682.69093759197,5935.595818989335
5633.707882803297,5935.595908886173
5633.707882803297,5964.023821814957
5682.6910347467765,5964.02373191413
5731.6741866879875,5964.023462212544
5780.657338627687,5964.023012709303
5780.65763010269,5992.450924519985
5731.67438100516,5992.451374041582
5682.691131904607,5992.45164375464
5633.707882803297,5992.45173365886
5633.707882803297,6020.879644418279
5682.6912290669725,6020.879554510269
5731.674575329892,6020.879284786337
5780.657921589787,6020.878835246384
5780.658213089737,6049.306744887902
5731.67476966294,6049.307194446111
5682.691326233875,6049.307464181215
5633.707882803297,6049.307554092918
