10792.46486958554,7991.4755871752695
11037.430492397169,7991.473341064474
11037.43066582443,8001.625839617433
10792.46486958554,8001.628085760949
10792.46486958554,8011.780584208466
11037.430839253959,8011.7783380318315
11037.431012686511,8021.930836308167
10792.46486958554,8021.933082517622
10792.46486958554,8032.0855806885165
11037.431186121334,8032.0833344459425
11037.43135955918,8042.235832445755
10792.46486958554,8042.238078721049
10792.46486958554,8052.390576615419
11037.431532999295,8052.388330307006
11037.431706442434,8062.540828029797
10792.46486958554,8062.543074371329
10792.46486958554,8072.695571988976
11037.431879887841,8072.693325614624
11037.432053336273,8082.84582306109
10792.46486958554,8082.848069468361
10792.46486958554,8093.000566809385
11037.43222678773,8092.998320369195
11037.4324002407,8103.150817539038
10792.46486958554,8103.153064012247
10792.46486958554,8113.305561076848
11037.43257369745,8113.303314571018
11037.432747156468,8123.455811464138
10792.46486958554,8123.458058003187
10792.46486958554,8133.610554791064
11037.432920617754,8133.608308219096
11037.433094082066,8143.760804835792
10792.46486958554,8143.763051440679
10792.46486958554,8153.915547952033
11037.4332675494,8153.913301314226
11037.433441019004,8164.065797654299
10792.46486958554,8164.068044325125
10792.46486958554,8174.220540559856
11037.433614491632,8174.21829385601
11037.433787966529,8184.37078991966
10792.46486958554,8184.373036656324
10792.46486958554,8194.52553261453
11037.43396144445,8194.523285845047
11037.43413492464,8204.675781631973
10792.46486958554,8204.678028434477
10792.46486958554,8214.83052411616
11037.434308407855,8214.828277280936
11037.434481893339,8224.98077279104
10792.46486958554,8224.983019659581
10792.46486958554,8235.135515064443
11037.434655381845,8235.13326816308
11037.434828872621,8245.28576339656
10792.46486958554,8245.288010331042
